created,chargeTimeHrs,stationId,kwhTotal
42175,3.333333333,369001,1.94
42177,5.423333333,369001,6.81
42177,2.707777778,369001,0.66
42179,1.992777778,369001,6.43
42179,1.068333333,369001,1.54
42180,1.99,369001,6.42
42181,1.941666667,369001,6.32
42181,1.109722222,369001,3.57
42184,1.953888889,369001,6.28
42185,2.03,369001,6.55
42186,2.449444444,369001,6.75
42186,0.705277778,369001,0.98
42187,2.028888889,369001,6.55
42187,1.068333333,369001,1.18
42191,2.269722222,369001,6.81
42192,1.981666667,369001,6.4
42193,3.365555556,369001,6.75
42194,2.467222222,369001,6.9
42195,2.400277778,369001,6.82
42195,1.204722222,369001,1.94
42198,2.112222222,369001,6.69
42199,2.021111111,369001,6.53
42200,2.442222222,369001,6.82
42201,2.9475,369001,6.84
42202,4.476666667,369001,6.81
42203,2.0975,369001,6.7
42206,2.128055556,369001,6.76
42206,2.164444444,369001,1.35
42207,2.653055556,369001,6.76
42208,2.338333333,369001,6.8
42209,2.304722222,369001,6.75
42210,1.093333333,369001,3.53
42210,2.055555556,369001,5.22
42212,2.490833333,369001,6.78
42213,2.695277778,369001,6.82
42214,2.139722222,369001,6.52
42215,2.579166667,369001,6.79
42216,2.681666667,369001,6.76
42219,2.091666667,369001,6.71
42220,2.293333333,369001,6.7
42221,3.055,369001,6.77
42222,2.400833333,369001,6.78
42223,2.869166667,369001,6.79
42226,3.031944444,369001,6.77
42227,2.595833333,369001,6.8
42228,4.054722222,369001,6.73
42229,2.1175,369001,6.71
42230,2.145,369001,6.78
42231,1.973333333,369001,6.42
42231,2.496388889,369001,2.31
42233,2.427777778,369001,6.78
42233,0.953611111,369001,1.54
42234,2.765277778,369001,6.81
42235,2.252222222,369001,6.88
42236,2.275,369001,6.84
42240,3.516111111,369001,6.83
42241,2.371944444,369001,6.89
42242,2.564166667,369001,6.72
42242,2.108333333,369001,0.89
42247,2.430555556,369001,6.8
42248,3.713333333,369001,6.82
42249,2.309722222,369001,6.84
42250,3.1525,369001,6.85
42251,2.528611111,369001,6.79
42251,0.881111111,369001,2.16
42255,2.354166667,369001,6.72
42255,2.533611111,369001,1.11
42256,2.923611111,369001,6.76
42256,0.598888889,369001,1.33
42257,2.091388889,369001,6.67
42258,2.775833333,369001,6.71
42259,3.576111111,369001,6.69
42261,2.443611111,369001,6.77
42261,0.956666667,369001,0.75
42262,2.344166667,369001,6.71
42263,2.764444444,369001,6.73
42266,1.707222222,369001,5.47
42266,3.037777778,369001,3.42
42266,1.826666667,369001,2.89
42268,2.734444444,369001,6.68
42268,0.433611111,369001,1.07
42269,2.617777778,369001,6.71
42270,3.528055556,369001,6.65
42271,2.151111111,369001,6.73
42272,2.288611111,369001,6.75
42273,2.521111111,369001,6.73
42273,0.701944444,369001,2.06
42275,2.1225,369001,6.72
42276,2.013611111,369001,6.43
42276,2.553611111,369001,1.43
42277,2.000833333,369001,6.43
42279,2.223611111,369001,6.62
42279,0.321111111,369001,0.94
42280,1.909166667,369001,6.2
42280,1.999166667,369001,1.12
42070,2.481666667,369001,7.41
42070,1.0025,369001,1.54
42072,1.400833333,369001,3.71
42072,1.204722222,369001,3.22
42073,1.38,369001,3.47
42073,1.160833333,369001,1.92
42074,1.708055556,369001,4.13
42074,1.098333333,369001,1.11
42075,1.565,369001,3.83
42075,1.161944444,369001,2.53
42076,1.537777778,369001,3.98
42079,1.741944444,369001,4.73
42080,3.343888889,369001,5.5
42089,2.116111111,369001,6.82
42091,2.611388889,369001,7.66
42095,1.461388889,369001,2.45
42100,3.729166667,369001,5.25
42102,3.219166667,369001,8.98
42103,3.697222222,369001,6.14
42104,2.533611111,369001,7.63
42107,2.504444444,369001,5.51
42109,3.604444444,369001,4.92
42121,4.071388889,369001,6.23
42155,3.913888889,369001,8.29
42165,1.727222222,369001,4.31
42166,2.592777778,369001,6.89
42168,2.511111111,369001,4.5
42169,2.712777778,369001,4.77
42170,2.048333333,369001,4.74
42171,2.073888889,369001,3.39
42198,2.241388889,369001,6
42199,1.711111111,369001,3.22
42206,1.717777778,369001,4.37
42208,1.138611111,369001,3.34
42209,1.840833333,369001,4.69
42214,2.408055556,369001,6.85
42215,1.380555556,369001,3.73
42219,2.014444444,369001,3.82
42220,1.14,369001,2.86
42223,1.290833333,369001,3.51
42270,1.171388889,369001,2.93
42277,0.947777778,369001,2.93
42280,2.995,369001,6.08
42281,3.151944444,369001,6.55
42082,2.404166667,369001,6.86
42083,0.025277778,369001,0
42216,3.224722222,369001,8.26
42262,3.304444444,369001,6.51
42217,2.423888889,369001,4.69
42236,1.498055556,369001,3.27
42237,0.866388889,369001,2.67
42238,3.671666667,369001,6.5
42264,2.1125,369001,6.34
42273,2.618055556,369001,4.04
42278,2.163611111,369001,6.7
42257,2.240833333,369001,5.66
41992,0.690833333,371335,2.05
42242,0.578333333,371335,1.73
42026,1.846666667,371335,4.01
41975,3.724444444,371335,7.1
41988,3.179722222,371335,4.66
41990,3.830277778,371335,8.31
42032,2.905833333,371335,7.8
42033,7.072777778,371335,5.06
42096,0.024722222,371335,0
42137,2.649166667,371335,6.31
42144,3.498333333,371335,6.54
42145,4.06,371335,6.33
42146,2.895277778,371335,6.61
42152,3.898611111,371335,6.67
42157,3.266944444,371335,6.01
42158,3.759722222,371335,6.35
42164,3.719166667,371335,5.85
42166,2.720277778,371335,5.72
42167,3.095277778,371335,6.21
42177,3.379722222,371335,6.83
42178,3.395555556,371335,5.59
42179,3.7775,371335,6.04
42192,2.9075,371335,6.18
42194,3.866111111,371335,6.51
42198,2.488333333,371335,5.9
42199,3.266666667,371335,6.98
42201,2.411666667,371335,6.2
42208,2.003333333,371335,5.34
42213,3.603888889,371335,5.37
42215,3.297222222,371335,6.23
42222,3.2625,371335,6.26
42227,3.681944444,371335,6.58
42228,3.180555556,371335,6.12
42234,2.745555556,371335,6.59
42235,3.246944444,371335,6.47
42240,2.904722222,371335,6.02
42243,2.901388889,371335,5.91
42248,3.209166667,371335,6.34
42249,1.852777778,371335,4.63
42251,1.318333333,371335,3.38
42263,3.400555556,371335,6.21
42277,3.203333333,371335,6.31
42130,2.634444444,371335,5.33
42132,4.388055556,371335,5.56
42142,4.094722222,371335,5.25
42145,3.660555556,371335,5.42
42151,3.275833333,371335,4.77
42153,4.417222222,371335,4.92
42178,3.010555556,371335,5.82
42202,4.753055556,371335,6.71
42222,3.776111111,371335,6.78
42234,3.816944444,371335,6.62
42272,2.121944444,371335,6.45
42275,3.083055556,371335,4.8
42277,4.325833333,371335,5.25
42086,2.278611111,371335,6.59
42088,2.334722222,371335,6.82
42090,3.811111111,371335,6.83
42095,0.0125,371335,0
42096,2.819722222,371335,1.81
42100,2.347777778,371335,6.93
42102,0.683055556,371335,2.03
42107,6.647222222,371335,5.84
42109,3.820555556,371335,5.66
42111,2.761944444,371335,5.16
42167,2.497777778,386940,6.85
42166,3.285833333,386940,7
42174,1.981666667,386940,4.36
42201,9.320277778,386940,6.56
42202,4.516111111,386940,6.88
42209,2.829166667,386940,7.49
42131,2.668611111,404112,2.38
42132,0.521111111,404112,1.52
42193,2.105555556,404112,6.41
42198,2.713888889,404112,4.94
42216,2.052222222,404112,2.64
42268,3.205555556,404112,6.37
42220,2.670833333,404112,6.84
42011,3.019444444,405157,5.3
42089,0.885277778,405157,3.83
42093,1.247222222,405157,5.58
42103,4.082222222,405157,6.67
42124,2.311944444,405157,11.36
42132,2.801666667,405157,5.49
42136,3.964444444,405157,14.18
42165,0.208888889,405157,0
42179,2.544444444,405157,7.39
42202,2.665833333,405157,6.5
42206,0.263611111,405157,0.76
42206,3.771666667,405157,4.6
42213,1.356388889,405157,4.17
42236,3.47,405157,4.3
42248,3.983611111,405157,5.07
42024,1.245555556,405157,1.27
42123,3.173055556,405157,18.03
42195,0.605,405157,2.27
42251,2.51,405157,11.98
42258,0.315555556,405157,1.65
42258,2.171111111,405157,12.46
42271,2.094722222,405157,12.06
42277,3.308333333,405157,12.65
42114,2.543611111,405157,4.99
42138,3.657222222,405157,4.36
42139,2.118055556,405157,6.63
42144,2.423888889,405157,4.87
42158,1.926944444,405157,6.01
42159,4.004722222,405157,6.68
42198,3.421666667,405157,6.52
42199,1.252777778,405157,3.92
42212,2.218888889,405157,4.39
42219,4.313055556,405157,5.06
42227,2.719722222,405157,6.12
42234,4.262222222,405157,5.7
42276,3.062777778,405157,4.4
42048,4.024166667,405157,6.76
42272,2.7125,405157,3.49
42158,2.716944444,405157,4.43
42234,3.617222222,405157,4.24
42270,3.663333333,405157,6.86
42277,3.948055556,405157,6.85
42278,3.652777778,405157,6.95
41984,0.298611111,414088,0.93
42093,1.511666667,414088,4.56
42118,2.613888889,414088,4.8
42159,1.933055556,414088,2.78
42160,3.773888889,414088,2.93
42223,0.9225,414088,2.75
42243,3.885833333,414088,6.23
42247,3.406111111,414088,2.86
42265,2.411111111,414088,6.19
42270,2.581388889,414088,6.49
42277,2.953333333,414088,2.91
42278,2.01,414088,0
42130,0.472777778,414088,0
42080,2.205833333,414088,6.52
42086,2.354722222,414088,6.47
42111,3.73,414088,6.65
42219,2.608333333,414088,6.94
42198,1.154166667,414088,3.42
42206,2.201944444,414088,4.45
42219,2.066111111,414088,5.12
42230,1.920277778,414088,4.9
42235,2.033055556,414088,5.01
42256,2.343055556,414088,5.04
42271,1.877222222,414088,5.07
42271,2.496944444,414088,7
42272,2.298333333,414088,4.87
42273,3.075,414088,6.38
42209,1.550555556,414088,4.75
42212,3.88,414088,7.03
42214,3.949444444,414088,2.45
42220,4.896944444,414088,7.05
42221,4.155555556,414088,6.87
42229,3.655,414088,6.99
42234,5.981111111,414088,6.91
42237,3.533333333,414088,6.85
42237,3.545,414088,1.14
42241,4.030833333,414088,6.8
42242,3.706944444,414088,6.73
42242,5.206111111,414088,3.3
42243,4.363611111,414088,6.85
42257,5.254722222,414088,6.84
42261,3.727222222,414088,7.05
42263,3.714722222,414088,6.93
42264,3.710277778,414088,6.94
42268,3.91,414088,6.95
42270,3.658055556,414088,6.9
42277,3.458055556,414088,7.08
42257,3.976111111,414088,3.26
42265,2.282777778,414088,6.56
42152,0.891388889,425476,4.97
42075,3.530555556,425476,6.41
42079,3.716111111,425476,6.52
42080,2.271944444,425476,6.52
42152,3.667777778,425476,6.84
42178,2.865833333,425476,3.2
42199,3.048611111,425476,3.29
42205,3.940555556,425476,3.48
42208,2.77,425476,3.55
42213,3.407777778,425476,7.39
42219,3.798055556,425476,3.49
42220,3.257777778,425476,3.79
42222,3.241666667,425476,3.56
42227,3.215833333,425476,3.14
42234,2.774444444,425476,6.57
42243,1.870277778,425476,4.2
42262,2.823055556,425476,3.87
42269,3.953333333,425476,3.75
42271,2.253888889,425476,5.08
42237,2.751666667,425476,3.38
42179,2.16,425476,5.21
42179,1.279444444,425476,2.8
42201,0.586388889,425476,1.55
42206,0.9175,425476,1.98
42212,4.003888889,425476,4.57
42222,2.4625,425476,1.76
42226,1.261111111,425476,1.83
42249,1.068888889,425476,2.02
42250,1.778333333,425476,1.74
41990,1.010833333,431796,1.82
42156,2.042222222,431796,0.27
42219,3.216666667,431796,1.82
42114,3.316666667,431796,5.3
42122,4.841388889,431796,6.91
42123,6.361944444,431796,5.55
42124,3.153333333,431796,6.66
42130,0.248611111,431796,0.66
42132,3.120555556,431796,6.59
42268,3.7425,431796,6.43
42269,4.186666667,431796,6.9
42271,3.408888889,431796,6.93
42272,3.699166667,431796,4.45
42272,2.803888889,431796,1.7
42198,2.008888889,431796,3.74
42278,0.026111111,431796,0
42278,0.025833333,431796,0
42082,2.235,445920,6.88
42086,2.1575,445920,6.65
42087,2.252777778,445920,6.8
42102,3.877777778,445920,7.03
42132,3.240555556,445920,7.28
42137,3.186111111,445920,6.98
42142,2.703611111,445920,7.07
42153,2.713333333,445920,7.04
42163,3.197222222,445920,6.92
42170,2.455277778,445920,7
42186,3.058333333,445920,6.83
42193,2.327222222,445920,7.05
42198,1.487222222,445920,4.62
42205,3.11,445920,6.84
42208,3.224444444,445920,6.95
42212,2.955,445920,7.38
42235,4.518888889,445920,7.33
42247,2.364444444,445920,6.77
42272,4.141666667,445920,6.88
42129,0.300833333,445920,7.08
42164,3.970833333,445920,6.05
42165,3.793333333,445920,6.24
42166,4.015,445920,6.44
42170,4.199166667,445920,6.56
42174,3.068888889,445920,6.56
42177,4.140833333,445920,6.54
42179,4.053333333,445920,6.3
42180,2.445277778,445920,6.51
42184,3.914444444,445920,6.5
42209,3.611944444,445920,6.49
42256,8.659722222,451479,5.46
42269,2.864444444,451479,4.84
42259,0.42,451479,1.31
42278,1.494444444,451479,4.89
42114,2.438055556,474204,6.9
42115,2.054166667,474204,6.6
42116,2.713333333,474204,6.94
42117,3.667777778,474204,6.84
42121,3.165555556,474204,6.94
42125,2.868611111,474204,7.03
42129,2.539722222,474204,6.96
42130,2.821666667,474204,7.06
42131,3.290833333,474204,7.01
42132,2.776111111,474204,6.86
42136,2.636111111,474204,6.66
42138,2.550833333,474204,6.95
42138,2.458611111,474204,2.83
42139,2.919444444,474204,6.8
42144,3.959444444,474204,6.92
42145,3.218888889,474204,6.95
42152,2.934166667,474204,6.9
42156,3.335277778,474204,6.9
42159,2.280555556,474204,6.92
42163,3.631666667,474204,7.02
42164,3.59,474204,0
42165,2.916111111,474204,7.06
42167,4.213055556,474204,6.2
42172,1.997222222,474204,6.25
42177,3.929444444,474204,7.01
42179,3.775277778,474204,6.83
42180,3.025833333,474204,6.85
42184,4.316666667,474204,6.92
42185,3.98,474204,6.97
42186,3.881666667,474204,6.87
42187,3.133888889,474204,6.91
42191,6.508611111,474204,7.17
42193,2.406944444,474204,6.99
42195,2.9325,474204,6.6
42198,2.01,474204,6.31
42201,1.631388889,474204,5.04
42206,2.8,474204,7.06
42207,2.910555556,474204,7.01
42208,2.916944444,474204,7.07
42220,2.174444444,474204,6.74
42229,2.466944444,474204,6.19
42234,3.775,474204,7.19
42243,2.761388889,474204,7.12
42249,3.788333333,474204,7.15
42264,3.3275,474204,7
42265,2.890833333,474204,6.9
42278,1.822222222,474204,5.96
42114,3.382777778,474204,6.91
42115,5.006388889,474204,6.9
42116,3.065,474204,6.82
42117,2.896666667,474204,6.98
42118,2.975555556,474204,6.85
42121,2.605,474204,6.92
42122,2.215833333,474204,6.59
42123,2.816666667,474204,6.72
42124,2.621666667,474204,6.65
42130,2.484166667,474204,6.71
42131,2.274722222,474204,6.3
42132,2.246111111,474204,6.3
42135,2.423333333,474204,6.75
42137,2.408888889,474204,7
42139,1.229444444,474204,3.62
42139,1.293888889,474204,3.01
42142,2.231111111,474204,5.77
42144,2.440555556,474204,6.88
42145,2.463888889,474204,6.95
42151,2.615277778,474204,6.86
42152,2.480555556,474204,6.8
42153,2.536111111,474204,6.86
42156,2.256388889,474204,6.57
42157,2.526111111,474204,6.73
42165,3.089444444,474204,6.95
42166,2.3975,474204,6.8
42167,2.54,474204,7.08
42170,2.846666667,474204,6.27
42171,2.394722222,474204,6.42
42173,2.380833333,474204,6.69
42174,2.55,474204,6.83
42184,3.188055556,474204,7.1
42185,2.451388889,474204,6.91
42186,2.371388889,474204,6.77
42187,2.349166667,474204,6.66
42192,2.340555556,474204,6.75
42193,2.441111111,474204,6.71
42194,2.594722222,474204,7.16
42195,3.614722222,474204,6.94
42198,2.372777778,474204,6.79
42199,2.394166667,474204,6.78
42201,2.328611111,474204,6.33
42202,2.866388889,474204,6.97
42206,2.938888889,474204,6.69
42207,3.010833333,474204,6.93
42212,1.858611111,474204,5.5
42213,2.283333333,474204,6.44
42214,2.453333333,474204,6.77
42215,2.945277778,474204,6.65
42216,3.436666667,474204,6.73
42219,3.053055556,474204,6.63
42220,3.404166667,474204,6.79
42242,2.673055556,474204,6.74
42242,1.073333333,474204,2.87
42250,2.915833333,474204,6.6
42255,3.071388889,474204,6.94
42256,3.010555556,474204,6.84
42261,2.261944444,474204,6.73
42263,2.610277778,474204,6.79
42268,2.990833333,474204,6.73
42269,2.419722222,474204,6.76
42278,0.012777778,474204,0
42122,2.450833333,474204,6.79
42123,3.288888889,474204,6.81
42124,3.679444444,474204,6.49
42128,1.571944444,474204,4.87
42129,3.426111111,474204,6.43
42130,2.905555556,474204,6.66
42131,2.467222222,474204,6.81
42132,2.363888889,474204,6.63
42135,3.754722222,474204,6.53
42136,1.550555556,474204,4.95
42137,3.791388889,474204,6.54
42138,2.450277778,474204,6.26
42142,3.677777778,474204,6.61
42143,2.4175,474204,6.26
42145,2.639444444,474204,6.51
42146,3.423888889,474204,6.53
42150,4.712222222,474204,6.47
42152,1.551111111,474204,4.85
42153,4.060277778,474204,6.6
42156,1.454166667,474204,4.59
42157,2.705,474204,6.57
42173,3.714722222,474204,6.6
42178,4.157777778,474204,6.54
42207,2.016666667,474204,6.41
42208,3.350833333,474204,6.38
42212,0.205277778,474204,0.55
42122,1.900277778,474204,4.46
42123,2.176111111,474204,6.34
42124,2.280277778,474204,6.77
42125,1.184166667,474204,3.61
42128,1.908333333,474204,5.51
42129,2.821388889,474204,5.58
42130,2.210833333,474204,6.58
42131,2.273055556,474204,6.68
42132,2.231388889,474204,6.52
42135,2.118888889,474204,6.29
42136,2.341388889,474204,6.78
42137,2.038333333,474204,6.13
42138,2.526111111,474204,7.44
42142,2.326388889,474204,6.43
42143,2.697222222,474204,6.35
42144,2.678333333,474204,6.49
42146,2.703888889,474204,6.42
42150,4.060277778,474204,6.47
42151,2.381388889,474204,6.93
42152,3.046388889,474204,3.67
42153,1.340555556,474204,4.16
42156,2.533888889,474204,7.11
42157,2.24,474204,6.34
42158,2.307222222,474204,6.88
42160,2.355,474204,6.92
42163,2.269166667,474204,6.2
42164,2.111388889,474204,6.12
42166,3.193055556,474204,6.44
42170,2.191388889,474204,6.21
42171,2.425,474204,5.89
42171,1.081944444,474204,0.96
42172,2.253611111,474204,6.51
42173,3.194166667,474204,6.57
42174,3.931111111,474204,6.57
42177,2.379722222,474204,6.39
42178,3.681388889,474204,6.03
42179,3.391111111,474204,6.37
42180,2.157777778,474204,6.18
42181,4.172777778,474204,6.47
42184,2.066944444,474204,6.18
42185,2.723055556,474204,6.5
42186,2.736666667,474204,5.79
42187,4.56,474204,6.37
42191,2.228333333,474204,6.39
42192,2.985277778,474204,6
42193,3.2725,474204,6.42
42194,3.381666667,474204,6.69
42195,2.717777778,474204,6.91
42198,0.492777778,474204,1.43
42198,2.448333333,474204,4.72
42199,3.451111111,474204,6.43
42200,2.287777778,474204,6.27
42201,2.764444444,474204,6.52
42202,2.693611111,474204,6.67
42205,2.446666667,474204,6.18
42206,1.586111111,474204,4.82
42207,2.253055556,474204,5.95
42208,3.645,474204,6.4
42221,2.540555556,474204,6.35
42222,4.026944444,474204,6.78
42223,2.443333333,474204,6.31
42226,3.318611111,474204,6.11
42227,3.382777778,474204,6.31
42228,3.299444444,474204,6.15
42229,2.946388889,474204,6.57
42251,2.07,474204,5.94
42257,3.757777778,474204,6.45
42257,1.073333333,474204,2.48
42258,3.015555556,474204,5.85
42262,3.6275,474204,6.15
42265,2.476944444,474204,5.74
42270,3.505555556,474204,6.54
42271,1.900277778,474204,6.05
42271,1.041944444,474204,0.06
42275,0.021388889,474204,0
42275,0.025555556,474204,0
42275,0.016666667,474204,0
42275,0.020555556,474204,0
42270,4.861666667,481613,3.05
42257,3.133055556,481613,4.64
42258,3.869722222,481613,6.28
42271,2.052777778,481613,5.57
42263,4.112222222,488364,7.07
42257,1.871666667,489543,4.66
42263,0.738611111,489543,2.33
42248,2.843055556,489543,5.2
42257,2.397222222,489543,5.04
42270,2.461388889,489543,6.07
42271,2.688055556,489543,4.08
42276,2.7425,489543,3.53
42277,1.262222222,489543,3.76
42195,1.012222222,489543,4.17
42201,3.205555556,489543,18.17
42272,1.348888889,489543,6.56
42258,4.042777778,489543,4.41
42185,3.144722222,489543,6.87
42191,2.920277778,489543,7.08
42192,2.935277778,489543,6.95
42195,3.963888889,489543,6.96
42205,2.637222222,489543,6.49
42208,2.956944444,489543,6.48
42209,2.507222222,489543,6.22
42214,1.466111111,489543,4.36
42214,1.393333333,489543,2.75
42221,2.789166667,489543,6.79
42223,2.527222222,489543,6.91
42229,2.924444444,489543,6.94
42235,1.916388889,489543,5.87
42237,3.646388889,489543,7
42243,3.379444444,489543,6.87
42244,3.091388889,489543,6.86
42247,3.401666667,489543,7.09
42250,3.509166667,489543,6.55
42261,2.724166667,489543,6.89
42262,3.954444444,489543,6.86
42279,3.572777778,489543,6.9
42186,2.202777778,489543,2.9
42212,1.9925,489543,5.68
42263,2.191944444,489543,5.84
42270,5.722222222,489543,5.87
42271,3.385277778,489543,6
42275,2.142777778,489543,5.84
42200,2.643055556,489543,6.95
42201,3.378888889,489543,7.03
42202,3.015277778,489543,6.71
42215,2.781388889,489543,7.03
42219,2.292777778,489543,7.39
42236,2.931666667,489543,6.95
42249,2.738055556,489543,8.31
42272,3.068055556,489543,6.74
42276,2.873888889,489543,6.68
42278,3.776944444,489543,6.58
42186,3.580277778,489543,7.06
42207,1.352222222,489543,2.92
42020,2.157222222,500856,7.52
42137,3.0975,500856,4.35
42251,3.018055556,500856,10.01
42138,2.293055556,500856,4.71
42139,3.582777778,500856,7.97
42152,3.058055556,500856,10.69
42157,2.934444444,500856,16.49
42207,4.0975,500856,6.55
42208,1.937777778,500856,6.09
42212,1.813888889,500856,5.69
42213,1.765555556,500856,5.53
42256,2.200277778,500856,6.78
42033,0.645555556,507660,1.83
42034,2.506388889,507660,6.95
42045,1.878333333,507660,5.61
42046,1.822222222,507660,4.87
42048,1.533333333,507660,2.34
42052,1.463611111,507660,4.27
42107,0.881111111,507660,2.54
42109,1.188055556,507660,2.28
42159,0.791111111,507660,2.32
42179,1.708333333,507660,3.3
42279,2.506388889,507660,6.17
42270,1.856666667,507660,5.27
42198,1.243333333,507660,3.64
42234,2.098888889,507660,0.56
42081,0.028888889,507660,0
42191,3.428611111,507660,5.16
42199,2.859722222,507660,4.1
42206,2.696388889,507660,2.74
42212,3.986388889,507660,3.21
42221,3.728888889,507660,6.71
42233,2.709166667,507660,2.13
42235,3.423333333,507660,5.45
42235,3.753333333,507660,2.19
42237,3.132777778,507660,6.71
42248,8.47,507660,6.86
42269,3.916944444,507660,6.93
42206,1.696944444,507660,5
42207,3.176388889,507660,7.13
42208,2.871388889,507660,6.78
42219,3.75,507660,7.16
42094,1.207222222,514669,3.63
42103,1.439722222,514669,4.16
42069,3.543888889,514669,6.15
42110,2.747777778,514669,3.32
42123,0.801666667,514669,2.42
42167,2.089444444,514669,6.38
42207,3.090833333,514669,2.87
42221,2.560833333,514669,6.67
42237,3.293333333,514669,4.81
42268,1.869722222,514669,3.82
42275,3.691666667,514669,0
42082,0.021388889,514669,0
42083,2.345833333,514669,6.69
42137,3.211944444,514669,0.21
42143,2.035555556,514669,1.36
42143,4.976666667,514669,9.14
42144,3.786944444,514669,7.01
42152,3.944722222,514669,7.14
42156,6.387222222,514669,1.02
42198,0.489166667,514669,6.67
42208,1.520555556,514669,3.76
42209,1.870277778,514669,4.71
42216,0.6275,514669,1.87
42215,3.276666667,514669,7.1
42219,3.873333333,514669,7.21
42228,3.748333333,514669,7.03
42228,3.239166667,514669,1.7
42258,4.156111111,514669,6.99
42262,3.922222222,514669,6.95
42269,4.408333333,514669,6.73
42272,3.038333333,514669,1.83
42277,4.381944444,514669,3.08
42278,3.589166667,514669,6.89
42053,3.158888889,517464,6.72
42067,2.683611111,517464,6.87
42073,3.342777778,517464,6.48
42076,3.591666667,517464,6.94
42081,0.692222222,517464,2.06
42096,2.06,517464,5.91
42109,1.493333333,517464,4.48
42110,2.765833333,517464,5.81
42111,3.306111111,517464,4.68
42114,2.605,517464,6.14
42115,2.936944444,517464,6.39
42116,2.6025,517464,6.91
42144,2.750555556,517464,6.09
42145,2.545,517464,5.23
42170,2.064444444,517464,5.15
42195,2.495555556,517464,5.43
42198,2.7475,517464,5.34
42201,0.800555556,517464,2.4
42214,3.927777778,517464,4.78
42221,3.969444444,517464,5.64
42234,2.928333333,517464,5.72
42235,4.045,517464,5.06
42250,0.515,517464,1.48
42251,5.785,517464,5.18
42265,3.6725,517464,6.53
42268,4.439166667,517464,5.06
42269,2.887222222,517464,5.1
42249,2.586111111,517464,7.08
42268,3.359166667,517464,7.01
42270,2.597777778,517464,6.97
42272,2.485555556,517464,6.96
42269,4.438888889,540225,3.11
42257,2.013888889,540225,5.58
42258,1.215555556,540225,3.87
42278,0.178611111,540225,0.52
42261,0.746388889,540225,2.23
42264,0.343055556,540225,0.69
42277,3.843055556,540225,4.69
42262,3.744444444,540225,6.93
42270,1.691111111,540225,0.08
42271,1.334166667,540225,0.06
42277,3.467222222,540225,6.56
41962,2.177222222,549414,9.74
42102,2.320833333,549414,6.51
41964,2.483055556,549414,7.38
41991,2.188611111,549414,6.64
42073,3.6975,549414,6.57
42074,1.576944444,549414,4.88
42214,2.691666667,549414,5.91
42207,4.825,549414,7.64
42209,2.2025,549414,6.63
42213,4.093333333,549414,6.92
42214,5.323333333,549414,8.02
42219,2.693055556,549414,4.99
42230,3.536111111,549414,5
42235,3.9125,549414,5.28
42236,3.431111111,549414,4.74
42237,3.406388889,549414,6.92
42241,3.926944444,549414,6.8
42242,1.561111111,549414,4.75
42243,3.585555556,549414,6.47
42244,5.743888889,549414,6.77
42248,3.690555556,549414,6.79
42249,3.9375,549414,4.77
42250,5.554722222,549414,7.74
42251,1.716388889,549414,4.63
42255,3.283055556,549414,4.81
42256,1.056111111,549414,3.21
42257,3.161111111,549414,6.17
42261,3.005277778,549414,5.25
42263,2.735833333,549414,5.66
42269,3.828333333,549414,6.19
42216,2.498333333,562656,6.85
42223,5.156944444,562656,6.82
42226,3.406944444,562656,6.76
42229,2.788055556,562656,6.86
42233,3.043055556,562656,6.88
42235,2.585,562656,6.8
42236,2.643055556,562656,6.78
42237,2.856111111,562656,6.8
42240,3.871388889,562656,6.96
42241,2.675,562656,6.89
42243,2.325555556,562656,6.76
42244,2.878055556,562656,6.87
42248,2.489444444,562656,6.77
42249,2.873333333,562656,6.73
42251,3.676944444,562656,6.94
42257,3.195,562656,6.8
42258,3.470555556,562656,6.8
42264,2.312777778,562656,6.75
42265,2.652777778,562656,6.95
42270,2.815,562656,6.7
42271,2.763333333,562656,6.78
42272,2.701111111,562656,6.84
42278,2.946388889,562656,6.85
42256,3.797777778,562656,6.25
42261,4.037222222,562656,6.47
42263,3.890555556,562656,6.47
42268,3.779722222,562656,6.54
42269,3.060833333,562656,6.56
42275,3.352222222,562656,6.47
42276,2.309444444,562656,5.92
42277,3.808611111,562656,6.33
42278,2.710833333,562656,6.53
42279,2.586388889,562656,6.33
42222,2.694722222,562656,6.88
42250,2.776111111,562656,6.96
42048,3.450833333,568071,7.06
42072,4.109722222,568071,6.25
42082,3.163611111,568071,6.68
42088,2.45,568071,6.82
42089,0.0175,568071,0
42094,1.939444444,568071,5.77
42100,2.344166667,568071,6.66
42108,3.643888889,568071,6.75
42118,2.866111111,568071,6.4
42121,3.403333333,568071,5.31
42124,2.628055556,568071,5.91
42125,0.663611111,568071,2
42129,2.313611111,568071,5.83
42136,3.351666667,568071,5.51
42139,1.136111111,568071,3.45
42143,2.127777778,568071,4.74
42150,1.298611111,568071,4.05
42156,4.127222222,568071,5.43
42163,3.36,568071,4.64
42172,2.6275,568071,5.54
42177,2.066666667,568071,5.44
42181,1.945833333,568071,5.42
42199,3.395277778,568071,5.81
42202,0.568888889,568071,1.72
42215,4.207777778,568071,6.98
42219,4.533333333,568071,5.08
42226,2.814444444,568071,4.83
42228,3.139444444,568071,5.33
42229,3.952777778,568071,6.81
42233,2.755555556,568071,6.88
42241,4.866388889,568071,4.82
42243,3.490277778,568071,6.71
42255,2.408055556,568071,5.05
42261,3.984166667,568071,6.71
